,Sentiment,Text Tweet,tweet_tokens,tweet_tokens_fdist,tweet_tokens_WSW,tweet_tokens_stemmed
295,negative,sistem mikemarjinal banyak membodohi orang,"['sistem', 'mikemarjinal', 'banyak', 'membodohi', 'orang']",<FreqDist with 5 samples and 5 outcomes>,"['sistem', 'mikemarjinal', 'membodohi']","['sistem', 'mikemarjinal', 'membodohi']"
296,negative,stress melihat semua kekacauan yang ada,"['stress', 'melihat', 'semua', 'kekacauan', 'yang', 'ada']",<FreqDist with 6 samples and 6 outcomes>,"['stress', 'kekacauan']","['stress', 'kekacauan']"
297,negative,kesel banget coba kalian ada di posisi pak ahok,"['kesel', 'banget', 'coba', 'kalian', 'ada', 'di', 'posisi', 'pak', 'ahok']",<FreqDist with 9 samples and 9 outcomes>,"['kesel', 'banget', 'coba', 'posisi', 'ahok']","['kesel', 'banget', 'coba', 'posisi', 'ahok']"
298,negative,coba pulang kerumah mati ga ada yg urus miskin kok kita akan taruh dia di apartemen,"['coba', 'pulang', 'kerumah', 'mati', 'ga', 'ada', 'yg', 'urus', 'miskin', 'kok', 'kita', 'akan', 'taruh', 'dia', 'di', 'apartemen']",<FreqDist with 16 samples and 16 outcomes>,"['coba', 'pulang', 'kerumah', 'mati', 'urus', 'miskin', 'taruh', 'apartemen']","['coba', 'pulang', 'kerumah', 'mati', 'urus', 'miskin', 'taruh', 'apartemen']"
299,negative,tidak ada orang bodoh yang ada hanya orang malas,"['tidak', 'ada', 'orang', 'bodoh', 'yang', 'ada', 'hanya', 'orang', 'malas']",<FreqDist with 7 samples and 9 outcomes>,"['bodoh', 'malas']","['bodoh', 'malas']"
300,positive,setuju al misbah mata najwa dan kick andy program favorit,"['setuju', 'al', 'misbah', 'mata', 'najwa', 'dan', 'kick', 'andy', 'program', 'favorit']",<FreqDist with 10 samples and 10 outcomes>,"['setuju', 'misbah', 'najwa', 'kick', 'andy', 'program', 'favorit']","['setuju', 'misbah', 'najwa', 'kick', 'andy', 'program', 'favorit']"
301,positive,metrotv mata najwa pancasila punya kita,"['metrotv', 'mata', 'najwa', 'pancasila', 'punya', 'kita']",<FreqDist with 6 samples and 6 outcomes>,"['metrotv', 'najwa', 'pancasila']","['metrotv', 'najwa', 'pancasila']"
302,positive,selera gue ini gatau akhir ini suka banget nonton metro tv kalo ga kick andy mata najwa selera menua,"['selera', 'gue', 'ini', 'gatau', 'akhir', 'ini', 'suka', 'banget', 'nonton', 'metro', 'tv', 'kalo', 'ga', 'kick', 'andy', 'mata', 'najwa', 'selera', 'menua']",<FreqDist with 17 samples and 19 outcomes>,"['selera', 'gue', 'gatau', 'suka', 'banget', 'nonton', 'metro', 'tv', 'kick', 'andy', 'najwa', 'selera', 'menua']","['selera', 'gue', 'gatau', 'suka', 'banget', 'nonton', 'metro', 'tv', 'kick', 'andy', 'najwa', 'selera', 'menua']"
303,positive,mantap mata najwa pasti seru nih,"['mantap', 'mata', 'najwa', 'pasti', 'seru', 'nih']",<FreqDist with 6 samples and 6 outcomes>,"['mantap', 'najwa', 'seru']","['mantap', 'najwa', 'seru']"
304,positive,sahabat yuk nonton mata najwa di metro tv bersama ketua umum dpp pkb,"['sahabat', 'yuk', 'nonton', 'mata', 'najwa', 'di', 'metro', 'tv', 'bersama', 'ketua', 'umum', 'dpp', 'pkb']",<FreqDist with 13 samples and 13 outcomes>,"['sahabat', 'nonton', 'najwa', 'metro', 'tv', 'ketua', 'dpp', 'pkb']","['sahabat', 'nonton', 'najwa', 'metro', 'tv', 'ketua', 'dpp', 'pkb']"
305,positive,suarakan terus kebenaran mata najwa,"['suarakan', 'terus', 'kebenaran', 'mata', 'najwa']",<FreqDist with 5 samples and 5 outcomes>,"['suarakan', 'kebenaran', 'najwa']","['suarakan', 'kebenaran', 'najwa']"
306,positive,selamat dan keluarga besar tv prestasi yg luar biasa dialog keren rugi klo terlewatkan nonton mata najwa,"['selamat', 'dan', 'keluarga', 'besar', 'tv', 'prestasi', 'yg', 'luar', 'biasa', 'dialog', 'keren', 'rugi', 'klo', 'terlewatkan', 'nonton', 'mata', 'najwa']",<FreqDist with 17 samples and 17 outcomes>,"['selamat', 'keluarga', 'tv', 'prestasi', 'dialog', 'keren', 'rugi', 'terlewatkan', 'nonton', 'najwa']","['selamat', 'keluarga', 'tv', 'prestasi', 'dialog', 'keren', 'rugi', 'terlewatkan', 'nonton', 'najwa']"
307,positive,matanajwa semoga acara mata najwa metro tv jadi acara favorit dan semakin jaya berkualitas di masa mendatang,"['matanajwa', 'semoga', 'acara', 'mata', 'najwa', 'metro', 'tv', 'jadi', 'acara', 'favorit', 'dan', 'semakin', 'jaya', 'berkualitas', 'di', 'masa', 'mendatang']",<FreqDist with 16 samples and 17 outcomes>,"['matanajwa', 'semoga', 'acara', 'najwa', 'metro', 'tv', 'acara', 'favorit', 'jaya', 'berkualitas']","['matanajwa', 'semoga', 'acara', 'najwa', 'metro', 'tv', 'acara', 'favorit', 'jaya', 'berkualitas']"
308,positive,pasti menang cuma mata najwa yang paling ok rt tv dukung mata najwa menjadi program tv terbaik,"['pasti', 'menang', 'cuma', 'mata', 'najwa', 'yang', 'paling', 'ok', 'rt', 'tv', 'dukung', 'mata', 'najwa', 'menjadi', 'program', 'tv', 'terbaik']",<FreqDist with 14 samples and 17 outcomes>,"['menang', 'najwa', 'tv', 'dukung', 'najwa', 'program', 'tv', 'terbaik']","['menang', 'najwa', 'tv', 'dukung', 'najwa', 'program', 'tv', 'terbaik']"
309,positive,mata najwa metrotv inspiratif,"['mata', 'najwa', 'metrotv', 'inspiratif']",<FreqDist with 4 samples and 4 outcomes>,"['najwa', 'metrotv', 'inspiratif']","['najwa', 'metrotv', 'inspiratif']"
310,positive,kenapa hari ini terasa tentram dan bahagia nonton mata najwa tv,"['kenapa', 'hari', 'ini', 'terasa', 'tentram', 'dan', 'bahagia', 'nonton', 'mata', 'najwa', 'tv']",<FreqDist with 11 samples and 11 outcomes>,"['tentram', 'bahagia', 'nonton', 'najwa', 'tv']","['tentram', 'bahagia', 'nonton', 'najwa', 'tv']"
311,positive,mata najwa paling keren acaranya matanya setajam silet,"['mata', 'najwa', 'paling', 'keren', 'acaranya', 'matanya', 'setajam', 'silet']",<FreqDist with 8 samples and 8 outcomes>,"['najwa', 'keren', 'acaranya', 'matanya', 'setajam', 'silet']","['najwa', 'keren', 'acaranya', 'matanya', 'setajam', 'silet']"
312,positive,mata najwa malam ini kayaknya bakal seru banget,"['mata', 'najwa', 'malam', 'ini', 'kayaknya', 'bakal', 'seru', 'banget']",<FreqDist with 8 samples and 8 outcomes>,"['najwa', 'malam', 'kayaknya', 'seru', 'banget']","['najwa', 'malam', 'kayaknya', 'seru', 'banget']"
313,positive,mata najwa memang paling keren mantap,"['mata', 'najwa', 'memang', 'paling', 'keren', 'mantap']",<FreqDist with 6 samples and 6 outcomes>,"['najwa', 'keren', 'mantap']","['najwa', 'keren', 'mantap']"
314,positive,keren tampil di kandang lawan pak anies baswedan tampak gemilang di mata najwa metro tv,"['keren', 'tampil', 'di', 'kandang', 'lawan', 'pak', 'anies', 'baswedan', 'tampak', 'gemilang', 'di', 'mata', 'najwa', 'metro', 'tv']",<FreqDist with 14 samples and 15 outcomes>,"['keren', 'tampil', 'kandang', 'lawan', 'anies', 'baswedan', 'gemilang', 'najwa', 'metro', 'tv']","['keren', 'tampil', 'kandang', 'lawan', 'anies', 'baswedan', 'gemilang', 'najwa', 'metro', 'tv']"
315,positive,memang cukup romantis dan memuaskan pemirsa krn adanya mata najwa semakin sukses,"['memang', 'cukup', 'romantis', 'dan', 'memuaskan', 'pemirsa', 'krn', 'adanya', 'mata', 'najwa', 'semakin', 'sukses']",<FreqDist with 12 samples and 12 outcomes>,"['romantis', 'memuaskan', 'pemirsa', 'najwa', 'sukses']","['romantis', 'memuaskan', 'pemirsa', 'najwa', 'sukses']"
316,positive,menarik sekali mengikuti diskusi ahok anis di mata najwa,"['menarik', 'sekali', 'mengikuti', 'diskusi', 'ahok', 'anis', 'di', 'mata', 'najwa']",<FreqDist with 9 samples and 9 outcomes>,"['menarik', 'mengikuti', 'diskusi', 'ahok', 'anis', 'najwa']","['menarik', 'mengikuti', 'diskusi', 'ahok', 'anis', 'najwa']"
317,positive,ahok merasa pinter dan merasa hebat di debat acara mata najwa metro tv,"['ahok', 'merasa', 'pinter', 'dan', 'merasa', 'hebat', 'di', 'debat', 'acara', 'mata', 'najwa', 'metro', 'tv']",<FreqDist with 12 samples and 13 outcomes>,"['ahok', 'pinter', 'hebat', 'debat', 'acara', 'najwa', 'metro', 'tv']","['ahok', 'pinter', 'hebat', 'debat', 'acara', 'najwa', 'metro', 'tv']"
318,positive,mata najwa dan metro tv berpihak pada paslon untung ahok cerdas semangat pak allah bersamamu,"['mata', 'najwa', 'dan', 'metro', 'tv', 'berpihak', 'pada', 'paslon', 'untung', 'ahok', 'cerdas', 'semangat', 'pak', 'allah', 'bersamamu']",<FreqDist with 15 samples and 15 outcomes>,"['najwa', 'metro', 'tv', 'berpihak', 'paslon', 'untung', 'ahok', 'cerdas', 'semangat', 'allah', 'bersamamu']","['najwa', 'metro', 'tv', 'berpihak', 'paslon', 'untung', 'ahok', 'cerdas', 'semangat', 'allah', 'bersamamu']"
319,positive,sudah terbukti di mata najwa kalau ahok lebih hebat dari anis insaallah ahok jarot menang,"['sudah', 'terbukti', 'di', 'mata', 'najwa', 'kalau', 'ahok', 'lebih', 'hebat', 'dari', 'anis', 'insaallah', 'ahok', 'jarot', 'menang']",<FreqDist with 14 samples and 15 outcomes>,"['terbukti', 'najwa', 'ahok', 'hebat', 'anis', 'insaallah', 'ahok', 'jarot', 'menang']","['terbukti', 'najwa', 'ahok', 'hebat', 'anis', 'insaallah', 'ahok', 'jarot', 'menang']"
320,positive,sip keren debat ala mata najwa lebih keren daripada ala kpud yg sdh diatur utk lbh jaim,"['sip', 'keren', 'debat', 'ala', 'mata', 'najwa', 'lebih', 'keren', 'daripada', 'ala', 'kpud', 'yg', 'sdh', 'diatur', 'utk', 'lbh', 'jaim']",<FreqDist with 15 samples and 17 outcomes>,"['sip', 'keren', 'debat', 'ala', 'najwa', 'keren', 'ala', 'kpud', 'diatur', 'jaim']","['sip', 'keren', 'debat', 'ala', 'najwa', 'keren', 'ala', 'kpud', 'diatur', 'jaim']"
321,positive,semoga bapak jokowi melihat acara mata najwa supaya masalah masalah yg dipelosok dapat diatasi,"['semoga', 'bapak', 'jokowi', 'melihat', 'acara', 'mata', 'najwa', 'supaya', 'masalah', 'masalah', 'yg', 'dipelosok', 'dapat', 'diatasi']",<FreqDist with 13 samples and 14 outcomes>,"['semoga', 'jokowi', 'acara', 'najwa', 'dipelosok', 'diatasi']","['semoga', 'jokowi', 'acara', 'najwa', 'dipelosok', 'diatasi']"
322,positive,keren deh mata najwa juga,"['keren', 'deh', 'mata', 'najwa', 'juga']",<FreqDist with 5 samples and 5 outcomes>,"['keren', 'najwa']","['keren', 'najwa']"
323,positive,metro tv keren inspiratif dgn mata najwa nya kick andy,"['metro', 'tv', 'keren', 'inspiratif', 'dgn', 'mata', 'najwa', 'nya', 'kick', 'andy']",<FreqDist with 10 samples and 10 outcomes>,"['metro', 'tv', 'keren', 'inspiratif', 'najwa', 'kick', 'andy']","['metro', 'tv', 'keren', 'inspiratif', 'najwa', 'kick', 'andy']"
324,positive,metro tv emang tv paling keren ya edukatif dan menginspirasi seperti mata najwa dan kick andy,"['metro', 'tv', 'emang', 'tv', 'paling', 'keren', 'ya', 'edukatif', 'dan', 'menginspirasi', 'seperti', 'mata', 'najwa', 'dan', 'kick', 'andy']",<FreqDist with 14 samples and 16 outcomes>,"['metro', 'tv', 'emang', 'tv', 'keren', 'edukatif', 'menginspirasi', 'najwa', 'kick', 'andy']","['metro', 'tv', 'emang', 'tv', 'keren', 'edukatif', 'menginspirasi', 'najwa', 'kick', 'andy']"
325,positive,pemimpin itu harus cerdas santun tegas jujur bersih saya pilih aniessandipemersatu,"['pemimpin', 'itu', 'harus', 'cerdas', 'santun', 'tegas', 'jujur', 'bersih', 'saya', 'pilih', 'aniessandipemersatu']",<FreqDist with 11 samples and 11 outcomes>,"['pemimpin', 'cerdas', 'santun', 'jujur', 'bersih', 'pilih', 'aniessandipemersatu']","['pemimpin', 'cerdas', 'santun', 'jujur', 'bersih', 'pilih', 'aniessandipemersatu']"
326,positive,liat pemimpin yg islami cerdas teladan,"['liat', 'pemimpin', 'yg', 'islami', 'cerdas', 'teladan']",<FreqDist with 6 samples and 6 outcomes>,"['liat', 'pemimpin', 'islami', 'cerdas', 'teladan']","['liat', 'pemimpin', 'islami', 'cerdas', 'teladan']"
327,positive,rame banget malam ini selalu menunggu topik lain yang seru dan nambah wawasan,"['rame', 'banget', 'malam', 'ini', 'selalu', 'menunggu', 'topik', 'lain', 'yang', 'seru', 'dan', 'nambah', 'wawasan']",<FreqDist with 13 samples and 13 outcomes>,"['rame', 'banget', 'malam', 'menunggu', 'topik', 'seru', 'nambah', 'wawasan']","['rame', 'banget', 'malam', 'menunggu', 'topik', 'seru', 'nambah', 'wawasan']"
328,positive,kado indah malam ini matanajwametrotv,"['kado', 'indah', 'malam', 'ini', 'matanajwametrotv']",<FreqDist with 5 samples and 5 outcomes>,"['kado', 'indah', 'malam', 'matanajwametrotv']","['kado', 'indah', 'malam', 'matanajwametrotv']"
329,positive,tjokro dan rumahnya menjadi teladan tentang senioritas yang menghidupkan dan bukan mengkerdilkan,"['tjokro', 'dan', 'rumahnya', 'menjadi', 'teladan', 'tentang', 'senioritas', 'yang', 'menghidupkan', 'dan', 'bukan', 'mengkerdilkan']",<FreqDist with 11 samples and 12 outcomes>,"['tjokro', 'rumahnya', 'teladan', 'senioritas', 'menghidupkan', 'mengkerdilkan']","['tjokro', 'rumahnya', 'teladan', 'senioritas', 'menghidupkan', 'mengkerdilkan']"
330,positive,semangat bp bambang woidjojayanto,"['semangat', 'bp', 'bambang', 'woidjojayanto']",<FreqDist with 4 samples and 4 outcomes>,"['semangat', 'bp', 'bambang', 'woidjojayanto']","['semangat', 'bp', 'bambang', 'woidjojayanto']"
331,positive,belajar dari gusdur matanajwametrotv,"['belajar', 'dari', 'gusdur', 'matanajwametrotv']",<FreqDist with 4 samples and 4 outcomes>,"['belajar', 'gusdur', 'matanajwametrotv']","['belajar', 'gusdur', 'matanajwametrotv']"
332,positive,mata najwa ibu susi bpk dahlan dan bpk faisal basri inspiratif,"['mata', 'najwa', 'ibu', 'susi', 'bpk', 'dahlan', 'dan', 'bpk', 'faisal', 'basri', 'inspiratif']",<FreqDist with 10 samples and 11 outcomes>,"['najwa', 'susi', 'bpk', 'dahlan', 'bpk', 'faisal', 'basri', 'inspiratif']","['najwa', 'susi', 'bpk', 'dahlan', 'bpk', 'faisal', 'basri', 'inspiratif']"
333,positive,metro tv keren malam ini yang lg malam mingguan rugi klo ga nonton mata najwa,"['metro', 'tv', 'keren', 'malam', 'ini', 'yang', 'lg', 'malam', 'mingguan', 'rugi', 'klo', 'ga', 'nonton', 'mata', 'najwa']",<FreqDist with 14 samples and 15 outcomes>,"['metro', 'tv', 'keren', 'malam', 'malam', 'mingguan', 'rugi', 'nonton', 'najwa']","['metro', 'tv', 'keren', 'malam', 'malam', 'mingguan', 'rugi', 'nonton', 'najwa']"
334,positive,kemerdekaan adalah hak segala bangsa,"['kemerdekaan', 'adalah', 'hak', 'segala', 'bangsa']",<FreqDist with 5 samples and 5 outcomes>,"['kemerdekaan', 'hak', 'bangsa']","['kemerdekaan', 'hak', 'bangsa']"
335,positive,seru nih mata najwa malam ini,"['seru', 'nih', 'mata', 'najwa', 'malam', 'ini']",<FreqDist with 6 samples and 6 outcomes>,"['seru', 'najwa', 'malam']","['seru', 'najwa', 'malam']"
336,positive,salut buat ahok,"['salut', 'buat', 'ahok']",<FreqDist with 3 samples and 3 outcomes>,"['salut', 'ahok']","['salut', 'ahok']"
337,positive,super salut dengan pak ahok,"['super', 'salut', 'dengan', 'pak', 'ahok']",<FreqDist with 5 samples and 5 outcomes>,"['super', 'salut', 'ahok']","['super', 'salut', 'ahok']"
338,positive,matanajwametrotv berwibawa tak byk kataberkuasa tetap sederhana kagum,"['matanajwametrotv', 'berwibawa', 'tak', 'byk', 'kataberkuasa', 'tetap', 'sederhana', 'kagum']",<FreqDist with 8 samples and 8 outcomes>,"['matanajwametrotv', 'berwibawa', 'kataberkuasa', 'sederhana', 'kagum']","['matanajwametrotv', 'berwibawa', 'kataberkuasa', 'sederhana', 'kagum']"
339,positive,salut dan bangga sm pak bj habibie utk yg kesekian kalinya,"['salut', 'dan', 'bangga', 'sm', 'pak', 'bj', 'habibie', 'utk', 'yg', 'kesekian', 'kalinya']",<FreqDist with 11 samples and 11 outcomes>,"['salut', 'bangga', 'sm', 'bj', 'habibie', 'kesekian', 'kalinya']","['salut', 'bangga', 'sm', 'bj', 'habibie', 'kesekian', 'kalinya']"
340,positive,obrolan santai menarik abraham slamet jk jokowi anis baswedan ganjar,"['obrolan', 'santai', 'menarik', 'abraham', 'slamet', 'jk', 'jokowi', 'anis', 'baswedan', 'ganjar']",<FreqDist with 10 samples and 10 outcomes>,"['obrolan', 'santai', 'menarik', 'abraham', 'slamet', 'jk', 'jokowi', 'anis', 'baswedan', 'ganjar']","['obrolan', 'santai', 'menarik', 'abraham', 'slamet', 'jk', 'jokowi', 'anis', 'baswedan', 'ganjar']"
341,positive,anis baswedan jokowi ganjar pranowo jk abraham samad inspirasi indonesia keren,"['anis', 'baswedan', 'jokowi', 'ganjar', 'pranowo', 'jk', 'abraham', 'samad', 'inspirasi', 'indonesia', 'keren']",<FreqDist with 11 samples and 11 outcomes>,"['anis', 'baswedan', 'jokowi', 'ganjar', 'pranowo', 'jk', 'abraham', 'samad', 'inspirasi', 'indonesia', 'keren']","['anis', 'baswedan', 'jokowi', 'ganjar', 'pranowo', 'jk', 'abraham', 'samad', 'inspirasi', 'indonesia', 'keren']"
342,positive,para pemimpin yg luar biasa,"['para', 'pemimpin', 'yg', 'luar', 'biasa']",<FreqDist with 5 samples and 5 outcomes>,['pemimpin'],['pemimpin']
343,positive,kerendahan kesederhanaan pak jokowi ini patut di tiru,"['kerendahan', 'kesederhanaan', 'pak', 'jokowi', 'ini', 'patut', 'di', 'tiru']",<FreqDist with 8 samples and 8 outcomes>,"['kerendahan', 'kesederhanaan', 'jokowi', 'patut', 'tiru']","['kerendahan', 'kesederhanaan', 'jokowi', 'patut', 'tiru']"
344,positive,seru nih dahlan iskan dan ketua dpr,"['seru', 'nih', 'dahlan', 'iskan', 'dan', 'ketua', 'dpr']",<FreqDist with 7 samples and 7 outcomes>,"['seru', 'dahlan', 'iskan', 'ketua', 'dpr']","['seru', 'dahlan', 'iskan', 'ketua', 'dpr']"
345,positive,desa bebas rokok yg sangat menginspirasi dan ternyata ada luar biasa,"['desa', 'bebas', 'rokok', 'yg', 'sangat', 'menginspirasi', 'dan', 'ternyata', 'ada', 'luar', 'biasa']",<FreqDist with 11 samples and 11 outcomes>,"['desa', 'bebas', 'rokok', 'menginspirasi']","['desa', 'bebas', 'rokok', 'menginspirasi']"
346,positive,selalu dan masih terinspirasi dengan cinta bjh dan hab,"['selalu', 'dan', 'masih', 'terinspirasi', 'dengan', 'cinta', 'bjh', 'dan', 'hab']",<FreqDist with 8 samples and 9 outcomes>,"['terinspirasi', 'cinta', 'bjh', 'hab']","['terinspirasi', 'cinta', 'bjh', 'hab']"
347,positive,selalu memberikan banyak inspirasi,"['selalu', 'memberikan', 'banyak', 'inspirasi']",<FreqDist with 4 samples and 4 outcomes>,['inspirasi'],['inspirasi']
348,positive,narasumber yang luar biasa,"['narasumber', 'yang', 'luar', 'biasa']",<FreqDist with 4 samples and 4 outcomes>,['narasumber'],['narasumber']
349,positive,cie yg lg ada job di,"['cie', 'yg', 'lg', 'ada', 'job', 'di']",<FreqDist with 6 samples and 6 outcomes>,['job'],['job']
350,negative,setelah nonton mata najwa soal radikalisme di tv langsung keluar berita tersebut seram,"['setelah', 'nonton', 'mata', 'najwa', 'soal', 'radikalisme', 'di', 'tv', 'langsung', 'keluar', 'berita', 'tersebut', 'seram']",<FreqDist with 13 samples and 13 outcomes>,"['nonton', 'najwa', 'radikalisme', 'tv', 'berita', 'seram']","['nonton', 'najwa', 'radikalisme', 'tv', 'berita', 'seram']"
351,negative,mata najwa acara sampah yg cuman memperkeruh suasana gue sbg pelajar mending pilih ilc tv,"['mata', 'najwa', 'acara', 'sampah', 'yg', 'cuman', 'memperkeruh', 'suasana', 'gue', 'sbg', 'pelajar', 'mending', 'pilih', 'ilc', 'tv']",<FreqDist with 15 samples and 15 outcomes>,"['najwa', 'acara', 'sampah', 'cuman', 'memperkeruh', 'suasana', 'gue', 'pelajar', 'mending', 'pilih', 'ilc', 'tv']","['najwa', 'acara', 'sampah', 'cuman', 'memperkeruh', 'suasana', 'gue', 'pelajar', 'mending', 'pilih', 'ilc', 'tv']"
352,negative,kata aneh lagi diacara mata najwa metrotv mengajarkan islam kepada umat islam dikatakan islamisi lebih edan lagi tokoh islam manggut,"['kata', 'aneh', 'lagi', 'diacara', 'mata', 'najwa', 'metrotv', 'mengajarkan', 'islam', 'kepada', 'umat', 'islam', 'dikatakan', 'islamisi', 'lebih', 'edan', 'lagi', 'tokoh', 'islam', 'manggut']",<FreqDist with 17 samples and 20 outcomes>,"['aneh', 'diacara', 'najwa', 'metrotv', 'mengajarkan', 'islam', 'umat', 'islam', 'islamisi', 'edan', 'tokoh', 'islam', 'manggut']","['aneh', 'diacara', 'najwa', 'metrotv', 'mengajarkan', 'islam', 'umat', 'islam', 'islamisi', 'edan', 'tokoh', 'islam', 'manggut']"
353,negative,ilc mendinginkan mata najwa memprovokasi metro tv emang tv sampah ga bosan memojokan islam metro tv perusak pancasila,"['ilc', 'mendinginkan', 'mata', 'najwa', 'memprovokasi', 'metro', 'tv', 'emang', 'tv', 'sampah', 'ga', 'bosan', 'memojokan', 'islam', 'metro', 'tv', 'perusak', 'pancasila']",<FreqDist with 15 samples and 18 outcomes>,"['ilc', 'mendinginkan', 'najwa', 'memprovokasi', 'metro', 'tv', 'emang', 'tv', 'sampah', 'bosan', 'memojokan', 'islam', 'metro', 'tv', 'perusak', 'pancasila']","['ilc', 'mendinginkan', 'najwa', 'memprovokasi', 'metro', 'tv', 'emang', 'tv', 'sampah', 'bosan', 'memojokan', 'islam', 'metro', 'tv', 'perusak', 'pancasila']"
354,negative,laporkan metro tv ke kpi metro itu stres mata najwa selalu kalah oleh ilc,"['laporkan', 'metro', 'tv', 'ke', 'kpi', 'metro', 'itu', 'stres', 'mata', 'najwa', 'selalu', 'kalah', 'oleh', 'ilc']",<FreqDist with 13 samples and 14 outcomes>,"['laporkan', 'metro', 'tv', 'kpi', 'metro', 'stres', 'najwa', 'kalah', 'ilc']","['laporkan', 'metro', 'tv', 'kpi', 'metro', 'stres', 'najwa', 'kalah', 'ilc']"
355,negative,kecewa mata najwa malam ini tidak bermutu narasi najwa bukti dia ga ngerti masalah karena keberpihakan jadilah kebodohan,"['kecewa', 'mata', 'najwa', 'malam', 'ini', 'tidak', 'bermutu', 'narasi', 'najwa', 'bukti', 'dia', 'ga', 'ngerti', 'masalah', 'karena', 'keberpihakan', 'jadilah', 'kebodohan']",<FreqDist with 17 samples and 18 outcomes>,"['kecewa', 'najwa', 'malam', 'bermutu', 'narasi', 'najwa', 'bukti', 'ngerti', 'keberpihakan', 'kebodohan']","['kecewa', 'najwa', 'malam', 'bermutu', 'narasi', 'najwa', 'bukti', 'ngerti', 'keberpihakan', 'kebodohan']"
356,negative,tv untuk acara mata najwa host nya jangan suka menyela pembicaraan orang kalau belum selesai gak sopan,"['tv', 'untuk', 'acara', 'mata', 'najwa', 'host', 'nya', 'jangan', 'suka', 'menyela', 'pembicaraan', 'orang', 'kalau', 'belum', 'selesai', 'gak', 'sopan']",<FreqDist with 17 samples and 17 outcomes>,"['tv', 'acara', 'najwa', 'host', 'suka', 'menyela', 'pembicaraan', 'selesai', 'sopan']","['tv', 'acara', 'najwa', 'host', 'suka', 'menyela', 'pembicaraan', 'selesai', 'sopan']"
357,negative,jadi emosi sakit hati nonton mata najwa tv ganti chanel masakan aja,"['jadi', 'emosi', 'sakit', 'hati', 'nonton', 'mata', 'najwa', 'tv', 'ganti', 'chanel', 'masakan', 'aja']",<FreqDist with 12 samples and 12 outcomes>,"['emosi', 'sakit', 'hati', 'nonton', 'najwa', 'tv', 'ganti', 'chanel', 'masakan']","['emosi', 'sakit', 'hati', 'nonton', 'najwa', 'tv', 'ganti', 'chanel', 'masakan']"
358,negative,masa dari isis mimin itu bom kp melayu maaf katanya isis organisasi apa ikut organisasi mbak mata najwa betulkah itu mimin,"['masa', 'dari', 'isis', 'mimin', 'itu', 'bom', 'kp', 'melayu', 'maaf', 'katanya', 'isis', 'organisasi', 'apa', 'ikut', 'organisasi', 'mbak', 'mata', 'najwa', 'betulkah', 'itu', 'mimin']",<FreqDist with 17 samples and 21 outcomes>,"['isis', 'mimin', 'bom', 'kp', 'melayu', 'maaf', 'isis', 'organisasi', 'organisasi', 'mbak', 'najwa', 'mimin']","['isis', 'mimin', 'bom', 'kp', 'melayu', 'maaf', 'isis', 'organisasi', 'organisasi', 'mbak', 'najwa', 'mimin']"
359,negative,fotonya kok jk yg integritasnya tdk jelas merusak reputasi mata najwa aja,"['fotonya', 'kok', 'jk', 'yg', 'integritasnya', 'tdk', 'jelas', 'merusak', 'reputasi', 'mata', 'najwa', 'aja']",<FreqDist with 12 samples and 12 outcomes>,"['fotonya', 'jk', 'integritasnya', 'merusak', 'reputasi', 'najwa']","['fotonya', 'jk', 'integritasnya', 'merusak', 'reputasi', 'najwa']"
360,negative,gara di bantai teman sendiri sesama anggota dpr di mata najwa lu langsung benci metro tv,"['gara', 'di', 'bantai', 'teman', 'sendiri', 'sesama', 'anggota', 'dpr', 'di', 'mata', 'najwa', 'lu', 'langsung', 'benci', 'metro', 'tv']",<FreqDist with 15 samples and 16 outcomes>,"['gara', 'bantai', 'teman', 'anggota', 'dpr', 'najwa', 'benci', 'metro', 'tv']","['gara', 'bantai', 'teman', 'anggota', 'dpr', 'najwa', 'benci', 'metro', 'tv']"
361,negative,tv muak melihat kesombongan fz di acara live mata najwa,"['tv', 'muak', 'melihat', 'kesombongan', 'fz', 'di', 'acara', 'live', 'mata', 'najwa']",<FreqDist with 10 samples and 10 outcomes>,"['tv', 'muak', 'kesombongan', 'fz', 'acara', 'live', 'najwa']","['tv', 'muak', 'kesombongan', 'fz', 'acara', 'live', 'najwa']"
362,negative,males lihat tv biarpun yg datang org nomor satu dunia ogah tv dan pembawa acara mata najwa sdh dicontreng hitam,"['males', 'lihat', 'tv', 'biarpun', 'yg', 'datang', 'org', 'nomor', 'satu', 'dunia', 'ogah', 'tv', 'dan', 'pembawa', 'acara', 'mata', 'najwa', 'sdh', 'dicontreng', 'hitam']",<FreqDist with 19 samples and 20 outcomes>,"['males', 'tv', 'nomor', 'dunia', 'ogah', 'tv', 'pembawa', 'acara', 'najwa', 'dicontreng', 'hitam']","['males', 'tv', 'nomor', 'dunia', 'ogah', 'tv', 'pembawa', 'acara', 'najwa', 'dicontreng', 'hitam']"
363,negative,keseringan masuk tv dan bergaul sama mata najwa engga diapaapain ngadu,"['keseringan', 'masuk', 'tv', 'dan', 'bergaul', 'sama', 'mata', 'najwa', 'engga', 'diapaapain', 'ngadu']",<FreqDist with 11 samples and 11 outcomes>,"['keseringan', 'tv', 'bergaul', 'najwa', 'engga', 'diapaapain', 'ngadu']","['keseringan', 'tv', 'bergaul', 'najwa', 'engga', 'diapaapain', 'ngadu']"
